time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777408112.519601,0,200,-12.86,-4.9,4.29,-197.12,98.56,98.56,1.23,-11.03,8.58,-134.4,-170.24,71.68
1777408112.5502179,1,200,-12.86,-4.9,4.29,-197.12,98.56,116.48,1.23,-11.64,8.58,-134.4,-170.24,71.68
1777408112.5917108,2,200,-13.48,-5.51,4.29,-206.08,107.52,116.48,1.84,-11.64,9.19,-143.36,-179.2,80.64
1777408112.6037378,3,200,-13.48,-5.51,3.68,-215.04,116.48,125.44,1.84,-11.64,9.8,-143.36,-179.2,80.64
1777408112.6142082,4,200,-14.09,-5.51,3.68,-215.04,116.48,125.44,2.45,-11.64,10.41,-152.32,-188.16,80.64
1777408112.6422617,5,200,-14.09,-5.51,3.68,-224.0,125.44,143.36,2.45,-11.64,10.41,-161.28,-197.12,89.6
1777408112.670299,6,200,-14.09,-6.13,3.68,-232.96,134.4,152.32,3.06,-11.64,10.41,-161.28,-197.12,89.6
1777408112.6897898,7,200,-14.09,-6.74,3.68,-232.96,134.4,152.32,3.06,-11.64,10.41,-170.24,-197.12,98.56
1777408112.7152853,8,200,-14.09,-6.74,3.68,-241.92,134.4,161.28,3.06,-11.03,10.41,-179.2,-197.12,107.52
1777408112.742858,9,200,-13.48,-6.74,3.06,-241.92,134.4,161.28,3.68,-11.03,11.03,-179.2,-197.12,107.52
1777408112.821533,10,200,-13.48,-7.35,3.06,-250.88,134.4,170.24,3.68,-11.03,11.03,-197.12,-197.12,107.52
1777408112.8217144,11,200,-13.48,-7.35,3.06,-259.84,134.4,179.2,3.68,-11.03,11.03,-197.12,-197.12,107.52
1777408112.8218665,12,200,-13.48,-7.96,2.45,-259.84,134.4,179.2,3.68,-11.03,11.03,-206.08,-206.08,116.48
1777408112.8488953,13,200,-13.48,-7.96,2.45,-268.8,134.4,188.16,3.68,-11.03,11.03,-215.04,-206.08,125.44
1777408112.919483,14,200,-13.48,-7.96,2.45,-277.76,134.4,197.12,3.68,-11.03,10.41,-215.04,-206.08,125.44
1777408112.9202306,15,200,-12.86,-7.96,2.45,-277.76,134.4,197.12,3.68,-11.03,10.41,-232.96,-206.08,134.4
1777408112.9204764,16,200,-12.86,-7.96,1.84,-286.72,125.44,206.08,3.68,-11.03,9.8,-232.96,-206.08,143.36
1777408112.9395237,17,200,-12.25,-7.96,1.84,-286.72,125.44,206.08,3.68,-10.41,9.8,-241.92,-206.08,143.36
1777408113.0157516,18,200,-11.64,-7.96,1.23,-295.68,125.44,215.04,3.68,-10.41,9.19,-250.88,-206.08,152.32
1777408113.0159924,19,200,-11.64,-7.35,1.23,-295.68,125.44,215.04,4.29,-10.41,9.19,-250.88,-206.08,152.32
1777408113.0176291,20,200,-11.03,-7.35,1.23,-304.64,116.48,232.96,3.68,-9.8,8.58,-259.84,-215.04,161.28
1777408113.0396562,21,200,-11.03,-7.35,1.23,-304.64,107.52,241.92,3.68,-9.8,8.58,-268.8,-215.04,170.24
1777408113.1145756,22,200,-11.03,-7.96,1.23,-304.64,107.52,241.92,3.68,-9.8,8.58,-268.8,-215.04,170.24
1777408113.1147356,23,200,-10.41,-7.96,1.23,-313.6,107.52,259.84,3.68,-9.8,7.96,-277.76,-215.04,179.2
1777408113.114913,24,200,-9.8,-7.35,1.23,-313.6,107.52,259.84,3.06,-9.19,7.96,-277.76,-215.04,179.2
1777408113.153696,25,200,-9.8,-7.35,1.23,-313.6,98.56,268.8,3.06,-9.19,7.96,-286.72,-206.08,197.12
1777408113.2133257,26,200,-9.19,-7.35,1.84,-313.6,98.56,268.8,2.45,-9.19,7.35,-286.72,-206.08,197.12
1777408113.2135952,27,200,-8.58,-7.35,1.84,-313.6,89.6,286.72,2.45,-8.58,6.74,-295.68,-206.08,206.08
1777408113.2150607,28,200,-7.96,-7.35,1.84,-313.6,89.6,286.72,2.45,-8.58,6.74,-304.64,-215.04,215.04
1777408113.2392476,29,200,-7.35,-7.35,2.45,-313.6,80.64,304.64,1.84,-7.96,6.13,-304.64,-215.04,215.04
1777408113.3159018,30,200,-6.74,-6.74,2.45,-313.6,71.68,313.6,1.84,-7.35,6.13,-313.6,-215.04,224.0
1777408113.319795,31,200,-6.13,-6.74,2.45,-313.6,71.68,313.6,1.84,-7.35,5.51,-313.6,-215.04,224.0
1777408113.3202727,32,200,-4.9,-6.13,2.45,-313.6,62.72,331.52,1.84,-6.74,4.9,-322.56,-215.04,232.96
1777408113.3412013,33,200,-4.29,-6.13,2.45,-313.6,62.72,331.52,1.84,-6.13,4.9,-322.56,-215.04,241.92
1777408113.3645482,34,200,-3.68,-5.51,2.45,-304.64,62.72,349.44,1.84,-6.13,4.29,-331.52,-215.04,241.92
1777408113.389685,35,200,-3.06,-4.9,3.06,-304.64,53.76,367.36,1.23,-5.51,4.29,-340.48,-215.04,241.92
1777408113.4165566,36,200,-2.45,-4.29,3.06,-304.64,53.76,367.36,1.23,-5.51,3.68,-340.48,-215.04,241.92
1777408113.4409325,37,200,-1.84,-4.29,3.06,-295.68,53.76,376.32,0.61,-4.9,3.68,-349.44,-215.04,250.88
1777408113.512443,38,200,-1.23,-4.29,3.06,-295.68,53.76,376.32,0.61,-4.29,3.06,-349.44,-215.04,259.84
1777408113.5133064,39,200,0.0,-3.68,3.68,-295.68,53.76,385.28,0.0,-3.68,3.06,-358.4,-206.08,259.84
1777408113.5231426,40,200,0.61,-3.06,3.68,-295.68,53.76,394.24,0.0,-3.06,3.06,-358.4,-206.08,259.84
1777408113.543666,41,200,1.23,-3.06,3.68,-295.68,44.8,394.24,0.0,-2.45,2.45,-358.4,-206.08,259.84
1777408113.5848763,42,200,1.23,-3.06,4.29,-286.72,44.8,403.2,0.0,-1.23,2.45,-367.36,-206.08,268.8
1777408113.5899894,43,200,1.84,-3.06,4.9,-286.72,44.8,403.2,0.0,-1.23,2.45,-367.36,-206.08,268.8
1777408113.614572,44,200,2.45,-2.45,5.51,-286.72,44.8,412.16,-0.61,-0.61,2.45,-367.36,-206.08,268.8
1777408113.6466968,45,200,3.06,-1.84,5.51,-286.72,44.8,412.16,-0.61,-0.61,2.45,-367.36,-197.12,268.8
1777408113.71277,46,200,3.68,-1.84,5.51,-277.76,44.8,412.16,-1.23,0.0,2.45,-367.36,-188.16,268.8
1777408113.712973,47,200,4.29,-1.23,6.13,-277.76,44.8,421.12,-1.84,0.0,2.45,-376.32,-188.16,268.8
1777408113.7525575,48,200,4.9,-1.23,6.13,-277.76,44.8,421.12,-2.45,0.61,1.84,-376.32,-188.16,268.8
1777408113.7527554,49,200,5.51,-0.61,6.74,-277.76,44.8,421.12,-2.45,1.23,1.84,-376.32,-188.16,268.8
1777408113.7787116,50,200,6.13,0.0,6.74,-277.76,44.8,421.12,-2.45,1.23,1.84,-376.32,-179.2,268.8
1777408113.832946,51,200,6.13,0.0,6.74,-277.76,44.8,421.12,-3.06,1.84,1.84,-376.32,-179.2,268.8
1777408113.8331382,52,200,6.74,0.0,7.35,-268.8,44.8,421.12,-3.06,2.45,1.84,-367.36,-179.2,268.8
1777408113.8454251,53,200,7.35,0.0,7.35,-268.8,44.8,421.12,-3.68,3.06,1.23,-367.36,-170.24,259.84
1777408113.9138,54,200,7.96,0.0,7.96,-259.84,44.8,412.16,-4.29,3.68,1.23,-367.36,-170.24,259.84
1777408113.914027,55,200,7.96,0.61,8.58,-259.84,44.8,412.16,-4.9,4.29,1.23,-358.4,-152.32,259.84
1777408113.9199762,56,200,7.96,0.61,8.58,-259.84,44.8,412.16,-5.51,4.29,1.23,-358.4,-152.32,259.84
1777408113.9450881,57,200,8.58,1.23,9.19,-259.84,44.8,412.16,-5.51,4.9,0.61,-358.4,-143.36,259.84
1777408113.9954271,58,200,8.58,1.23,9.19,-241.92,44.8,403.2,-6.13,4.9,0.61,-349.44,-134.4,250.88
1777408113.9956722,59,200,8.58,1.84,9.8,-232.96,44.8,394.24,-6.74,4.9,0.61,-349.44,-134.4,250.88
1777408114.0253716,60,200,8.58,2.45,9.8,-232.96,44.8,394.24,-7.35,4.9,0.61,-340.48,-125.44,241.92
1777408114.050173,61,200,7.96,3.68,10.41,-224.0,44.8,394.24,-7.96,4.9,0.61,-340.48,-125.44,241.92
1777408114.1153567,62,200,7.96,3.06,11.03,-224.0,44.8,394.24,-8.58,4.9,0.0,-331.52,-116.48,232.96
1777408114.116154,63,200,7.96,3.06,11.03,-215.04,35.84,385.28,-9.19,4.9,0.0,-331.52,-116.48,215.04
1777408114.1225355,64,200,7.96,3.68,11.64,-197.12,35.84,376.32,-9.19,4.9,0.0,-322.56,-98.56,215.04
1777408114.1451008,65,200,7.35,4.29,11.64,-197.12,35.84,376.32,-9.8,4.29,-0.61,-322.56,-89.6,206.08
1777408114.2166216,66,200,7.35,4.9,11.64,-179.2,35.84,367.36,-9.8,3.68,-0.61,-322.56,-89.6,188.16
1777408114.2176182,67,200,7.35,5.51,11.64,-179.2,35.84,367.36,-10.41,3.68,-0.61,-313.6,-71.68,188.16
1777408114.2200947,68,200,6.74,6.13,11.64,-161.28,44.8,358.4,-10.41,3.06,-1.23,-304.64,-62.72,170.24
1777408114.2451265,69,200,6.74,7.35,11.64,-134.4,44.8,349.44,-11.03,3.06,-1.23,-304.64,-62.72,170.24
1777408114.3121684,70,200,6.74,7.96,11.64,-134.4,44.8,349.44,-11.03,3.06,-1.23,-295.68,-53.76,152.32
1777408114.3150926,71,200,6.13,7.35,11.64,-116.48,53.76,340.48,-11.64,3.06,-1.84,-295.68,-35.84,134.4
1777408114.3541617,72,200,6.13,7.96,12.25,-116.48,53.76,340.48,-11.64,2.45,-2.45,-286.72,-35.84,134.4
1777408114.3548717,73,200,5.51,8.58,12.25,-98.56,53.76,331.52,-12.25,2.45,-2.45,-277.76,-17.92,116.48
