time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777407217.6836677,0,200,-8.58,0.0,4.29,-8.96,0.0,0.0,-1.84,-7.35,6.13,0.0,-8.96,0.0
1777407217.7055864,1,200,-8.58,0.61,4.29,-17.92,0.0,0.0,-1.84,-7.35,6.13,0.0,-8.96,0.0
1777407217.7306921,2,200,-9.19,0.0,4.29,-17.92,0.0,0.0,-1.84,-7.96,5.51,0.0,-8.96,0.0
1777407217.755759,3,200,-9.19,0.0,4.29,-17.92,0.0,0.0,-1.84,-7.96,5.51,0.0,-8.96,0.0
1777407217.778757,4,200,-9.8,0.61,4.29,-17.92,0.0,0.0,-1.84,-8.58,6.13,0.0,-17.92,0.0
1777407217.8040366,5,200,-10.41,1.23,3.68,-26.88,8.96,0.0,-1.84,-9.19,5.51,0.0,-26.88,0.0
1777407217.8311172,6,200,-11.03,1.23,3.06,-26.88,8.96,0.0,-1.84,-9.8,5.51,0.0,-26.88,0.0
1777407217.8552053,7,200,-12.25,0.61,3.06,-26.88,8.96,0.0,-1.84,-11.03,5.51,-8.96,-35.84,8.96
1777407217.8795156,8,200,-12.86,0.0,2.45,-44.8,8.96,0.0,-1.84,-11.64,5.51,-8.96,-35.84,8.96
1777407217.9038806,9,200,-12.86,0.0,2.45,-44.8,8.96,0.0,-1.84,-12.25,5.51,-8.96,-53.76,8.96
1777407217.9292836,10,200,-13.48,0.0,2.45,-71.68,17.92,0.0,-1.23,-12.86,4.9,-17.92,-80.64,17.92
1777407217.9545262,11,200,-13.48,-0.61,3.06,-98.56,17.92,0.0,-1.23,-12.86,4.9,-17.92,-80.64,17.92
1777407217.978534,12,200,-13.48,-1.84,3.68,-98.56,17.92,0.0,-1.23,-12.86,4.9,-26.88,-107.52,26.88
1777407218.0194116,13,200,-12.86,-2.45,3.68,-125.44,26.88,0.0,-0.61,-12.86,4.9,-26.88,-107.52,26.88
1777407218.0288014,14,200,-12.86,-2.45,4.29,-125.44,26.88,0.0,0.0,-12.86,4.9,-35.84,-134.4,35.84
1777407218.0546124,15,200,-12.86,-2.45,4.29,-134.4,44.8,8.96,0.61,-12.25,5.51,-44.8,-152.32,44.8
1777407218.0791771,16,200,-12.86,-1.84,4.29,-134.4,62.72,26.88,1.23,-12.25,6.13,-44.8,-152.32,44.8
1777407218.1039424,17,200,-12.86,-1.84,4.29,-143.36,62.72,26.88,1.84,-11.64,6.13,-53.76,-170.24,44.8
1777407218.144881,18,200,-12.86,-1.84,4.29,-152.32,89.6,35.84,1.84,-11.64,6.74,-53.76,-170.24,44.8
1777407218.1540658,19,200,-12.86,-3.06,4.29,-152.32,89.6,35.84,1.84,-11.64,7.35,-62.72,-170.24,53.76
1777407218.1816163,20,200,-13.48,-3.06,3.68,-161.28,107.52,44.8,1.84,-11.64,7.96,-62.72,-170.24,53.76
1777407218.205134,21,200,-13.48,-3.68,4.29,-161.28,107.52,44.8,1.84,-11.03,7.96,-71.68,-170.24,53.76
1777407218.2325783,22,200,-13.48,-4.9,4.29,-179.2,125.44,53.76,1.84,-11.03,7.96,-89.6,-170.24,62.72
1777407218.2541888,23,200,-13.48,-5.51,4.29,-197.12,134.4,71.68,2.45,-11.03,7.96,-89.6,-170.24,62.72
1777407218.278837,24,200,-14.09,-5.51,4.29,-197.12,134.4,71.68,2.45,-11.64,7.96,-107.52,-170.24,62.72
1777407218.304957,25,200,-14.09,-6.13,3.68,-215.04,152.32,80.64,3.06,-11.64,7.96,-125.44,-179.2,71.68
1777407218.3293383,26,200,-14.7,-6.13,3.68,-215.04,152.32,80.64,3.06,-12.86,7.96,-125.44,-179.2,71.68
1777407218.3607757,27,200,-14.7,-6.13,3.06,-232.96,170.24,98.56,3.68,-13.48,7.96,-143.36,-179.2,80.64
1777407218.3864295,28,200,-14.7,-5.51,2.45,-241.92,188.16,116.48,3.68,-14.09,8.58,-161.28,-188.16,89.6
1777407218.4145193,29,200,-14.7,-6.13,1.84,-241.92,188.16,116.48,3.68,-13.48,9.19,-161.28,-188.16,89.6
1777407218.439049,30,200,-14.7,-6.13,1.84,-250.88,197.12,134.4,3.68,-13.48,8.58,-179.2,-197.12,98.56
1777407218.4599237,31,200,-14.7,-6.13,1.84,-250.88,197.12,134.4,4.29,-12.86,8.58,-179.2,-197.12,116.48
1777407218.4857755,32,200,-14.09,-6.13,1.23,-268.8,206.08,152.32,4.29,-12.86,7.96,-197.12,-206.08,116.48
1777407218.5097926,33,200,-13.48,-6.74,1.23,-286.72,206.08,170.24,4.29,-12.86,7.96,-206.08,-206.08,125.44
1777407218.5348322,34,200,-13.48,-6.74,0.61,-286.72,206.08,170.24,4.29,-12.25,7.35,-206.08,-206.08,125.44
1777407218.5599988,35,200,-12.86,-6.13,0.61,-295.68,206.08,179.2,4.29,-12.25,6.74,-224.0,-206.08,143.36
1777407218.5916996,36,200,-12.25,-5.51,0.61,-295.68,206.08,179.2,4.29,-12.25,6.13,-224.0,-206.08,152.32
1777407218.615683,37,200,-11.64,-5.51,0.0,-304.64,206.08,197.12,4.29,-11.64,6.13,-241.92,-206.08,152.32
1777407218.635297,38,200,-11.03,-4.9,0.0,-304.64,215.04,215.04,3.68,-11.64,5.51,-259.84,-206.08,161.28
1777407218.701072,39,200,-10.41,-4.29,0.0,-304.64,215.04,215.04,3.68,-11.03,4.9,-259.84,-206.08,179.2
1777407218.702097,40,200,-9.8,-3.68,-0.61,-313.6,215.04,232.96,3.06,-11.03,3.68,-268.8,-206.08,179.2
1777407218.7114913,41,200,-9.19,-3.06,-0.61,-313.6,206.08,250.88,3.06,-10.41,3.06,-286.72,-206.08,188.16
1777407218.748107,42,200,-8.58,-2.45,-0.61,-313.6,206.08,250.88,3.06,-10.41,2.45,-286.72,-206.08,197.12
1777407218.7677512,43,200,-7.35,-2.45,-0.61,-313.6,206.08,259.84,3.06,-9.8,2.45,-295.68,-215.04,197.12
1777407218.7842057,44,200,-6.74,-1.84,-0.61,-313.6,206.08,259.84,3.06,-9.19,1.23,-304.64,-215.04,206.08
1777407218.9119039,45,200,-6.13,-1.84,-1.23,-313.6,206.08,277.76,3.06,-8.58,1.23,-304.64,-215.04,206.08
1777407218.913307,46,200,-5.51,-1.23,-1.23,-313.6,206.08,286.72,3.06,-8.58,0.61,-313.6,-224.0,206.08
