time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777407834.9571884,0,200,-9.19,-0.61,4.29,-26.88,0.0,0.0,-2.45,-7.35,6.13,0.0,-17.92,8.96
1777407834.9574661,1,200,-9.19,-0.61,4.29,-26.88,0.0,0.0,-2.45,-7.35,6.13,0.0,-17.92,8.96
1777407835.0199652,2,200,-9.8,0.0,4.29,-26.88,0.0,0.0,-2.45,-7.96,5.51,-8.96,-26.88,8.96
1777407835.0206015,3,200,-10.41,-0.61,3.68,-35.84,0.0,0.0,-2.45,-8.58,5.51,-8.96,-26.88,8.96
1777407835.0209863,4,200,-11.03,-0.61,3.68,-35.84,0.0,0.0,-2.45,-9.19,4.9,-8.96,-35.84,17.92
1777407835.0305111,5,200,-11.03,-0.61,3.06,-44.8,0.0,0.0,-2.45,-9.8,4.9,-17.92,-44.8,17.92
1777407835.0589743,6,200,-11.64,-0.61,2.45,-53.76,0.0,8.96,-2.45,-10.41,4.9,-17.92,-44.8,17.92
1777407835.1211972,7,200,-11.64,-0.61,2.45,-53.76,0.0,8.96,-1.84,-11.03,4.9,-17.92,-62.72,26.88
1777407835.1214778,8,200,-11.64,-0.61,2.45,-62.72,0.0,8.96,-1.84,-11.03,4.9,-17.92,-62.72,26.88
1777407835.1307821,9,200,-11.64,-0.61,2.45,-71.68,0.0,17.92,-1.23,-10.41,4.9,-26.88,-80.64,26.88
1777407835.1565185,10,200,-11.64,-0.61,3.06,-71.68,0.0,17.92,-1.23,-10.41,4.9,-35.84,-89.6,35.84
1777407835.2157722,11,200,-11.64,-1.23,3.06,-80.64,8.96,26.88,-0.61,-10.41,5.51,-35.84,-89.6,35.84
1777407835.2159946,12,200,-11.64,-1.84,3.68,-80.64,8.96,26.88,-0.61,-10.41,6.13,-44.8,-98.56,35.84
1777407835.2316241,13,200,-11.64,-1.84,4.29,-98.56,8.96,26.88,-1.23,-9.8,6.13,-53.76,-107.52,44.8
1777407835.259325,14,200,-11.64,-1.84,4.9,-98.56,8.96,26.88,-1.23,-10.41,6.74,-53.76,-107.52,44.8
1777407835.2907586,15,200,-12.25,-2.45,5.51,-107.52,17.92,44.8,-1.23,-10.41,6.74,-71.68,-107.52,44.8
1777407835.3227057,16,200,-12.25,-3.68,6.13,-125.44,26.88,53.76,-1.23,-10.41,7.35,-80.64,-116.48,44.8
1777407835.3307009,17,200,-12.25,-3.68,6.13,-125.44,26.88,53.76,-1.23,-11.03,7.35,-80.64,-116.48,44.8
1777407835.355491,18,200,-12.25,-3.68,6.74,-134.4,35.84,62.72,-0.61,-11.03,7.35,-98.56,-125.44,53.76
1777407835.4022856,19,200,-12.25,-4.29,6.74,-143.36,53.76,80.64,-0.61,-11.64,7.35,-98.56,-125.44,53.76
1777407835.4052143,20,200,-12.86,-4.9,6.74,-143.36,53.76,80.64,0.0,-11.64,7.35,-116.48,-143.36,53.76
1777407835.4367278,21,200,-12.86,-5.51,6.13,-152.32,71.68,89.6,0.0,-11.64,7.96,-134.4,-161.28,53.76
1777407835.5159369,22,200,-12.86,-5.51,6.13,-152.32,71.68,89.6,0.61,-11.64,8.58,-134.4,-161.28,53.76
1777407835.5161269,23,200,-12.86,-5.51,6.13,-161.28,89.6,107.52,0.61,-11.64,8.58,-152.32,-170.24,53.76
1777407835.5163374,24,200,-12.25,-5.51,6.13,-161.28,89.6,107.52,1.23,-11.64,8.58,-152.32,-170.24,62.72
1777407835.5366056,25,200,-12.25,-5.51,6.13,-161.28,107.52,116.48,1.23,-11.64,7.96,-170.24,-179.2,62.72
1777407835.5616148,26,200,-12.25,-5.51,5.51,-179.2,125.44,134.4,1.23,-11.64,8.58,-179.2,-179.2,62.72
1777407835.5869162,27,200,-12.25,-5.51,4.9,-179.2,125.44,134.4,1.84,-11.64,7.96,-179.2,-179.2,62.72
1777407835.623485,28,200,-12.25,-5.51,4.29,-188.16,143.36,152.32,1.84,-11.64,7.96,-197.12,-188.16,71.68
1777407835.6368523,29,200,-11.64,-5.51,4.29,-206.08,152.32,161.28,2.45,-11.64,7.96,-215.04,-188.16,80.64
1777407835.6615982,30,200,-11.64,-5.51,3.68,-206.08,152.32,161.28,2.45,-11.64,7.35,-215.04,-188.16,80.64
1777407835.7169752,31,200,-11.64,-5.51,3.68,-224.0,161.28,179.2,2.45,-11.64,7.35,-232.96,-179.2,80.64
1777407835.7174368,32,200,-11.03,-5.51,3.06,-224.0,161.28,179.2,2.45,-11.64,7.35,-232.96,-179.2,80.64
1777407835.7375662,33,200,-11.03,-5.51,3.06,-250.88,170.24,188.16,1.84,-11.64,6.74,-241.92,-188.16,89.6
1777407835.818282,34,200,-11.03,-5.51,2.45,-250.88,170.24,188.16,1.84,-11.64,6.74,-250.88,-197.12,107.52
1777407835.81903,35,200,-11.03,-5.51,2.45,-268.8,179.2,206.08,1.84,-11.64,6.13,-250.88,-197.12,107.52
1777407835.819208,36,200,-11.03,-5.51,1.84,-286.72,179.2,224.0,1.84,-11.64,6.13,-268.8,-206.08,116.48
1777407835.8367062,37,200,-10.41,-4.9,1.84,-286.72,179.2,224.0,1.84,-11.64,5.51,-268.8,-206.08,116.48
1777407835.9283412,38,200,-10.41,-4.29,1.23,-295.68,188.16,232.96,1.84,-11.64,5.51,-277.76,-215.04,125.44
1777407835.9285753,39,200,-9.8,-4.29,1.23,-295.68,188.16,232.96,2.45,-11.64,4.9,-286.72,-224.0,143.36
1777407835.928738,40,200,-9.19,-4.29,0.61,-313.6,188.16,250.88,1.84,-11.03,4.9,-286.72,-224.0,143.36
1777407835.9375284,41,200,-9.19,-3.68,0.61,-331.52,188.16,268.8,1.84,-11.03,4.9,-295.68,-232.96,152.32
1777407836.021727,42,200,-8.58,-3.68,0.61,-331.52,188.16,268.8,1.84,-10.41,4.29,-295.68,-232.96,161.28
1777407836.02191,43,200,-8.58,-3.06,0.61,-340.48,179.2,286.72,1.84,-10.41,4.29,-304.64,-241.92,161.28
1777407836.02208,44,200,-7.96,-3.68,0.61,-340.48,179.2,286.72,1.84,-10.41,3.68,-313.6,-241.92,179.2
1777407836.0407481,45,200,-7.96,-3.68,0.61,-349.44,179.2,295.68,1.84,-10.41,3.68,-313.6,-241.92,179.2
1777407836.0890687,46,200,-7.35,-3.06,0.61,-349.44,179.2,313.6,1.84,-10.41,3.06,-322.56,-241.92,188.16
1777407836.0893075,47,200,-6.74,-2.45,1.23,-358.4,179.2,313.6,1.23,-9.8,3.06,-322.56,-241.92,188.16
1777407836.1260262,48,200,-6.13,-2.45,1.23,-358.4,170.24,322.56,1.23,-9.8,2.45,-331.52,-250.88,197.12
1777407836.138058,49,200,-5.51,-1.84,1.23,-358.4,170.24,322.56,1.23,-9.19,2.45,-340.48,-259.84,206.08
1777407836.2216816,50,200,-5.51,-1.23,0.61,-358.4,170.24,340.48,1.23,-8.58,1.84,-340.48,-259.84,206.08
1777407836.2218919,51,200,-4.9,-1.23,0.61,-358.4,170.24,340.48,1.84,-8.58,1.23,-349.44,-259.84,215.04
1777407836.2246692,52,200,-4.29,-1.23,0.61,-358.4,170.24,349.44,1.84,-8.58,1.23,-349.44,-259.84,215.04
1777407836.2369525,53,200,-4.29,-1.23,0.0,-358.4,161.28,358.4,1.84,-7.96,0.61,-349.44,-259.84,215.04
1777407836.2635615,54,200,-3.68,-0.61,0.0,-358.4,161.28,358.4,1.84,-7.96,0.61,-349.44,-259.84,224.0
1777407836.301354,55,200,-3.68,0.0,0.0,-358.4,161.28,367.36,1.23,-7.96,0.61,-349.44,-259.84,232.96
1777407836.327039,56,200,-3.06,0.0,0.0,-349.44,161.28,376.32,1.23,-7.96,0.61,-349.44,-250.88,232.96
1777407836.340452,57,200,-3.06,0.0,0.61,-349.44,161.28,376.32,0.61,-7.35,0.61,-349.44,-250.88,241.92
1777407836.3615386,58,200,-2.45,0.0,0.61,-349.44,152.32,385.28,0.61,-7.35,0.61,-349.44,-250.88,241.92
1777407836.4195027,59,200,-2.45,0.0,0.61,-349.44,152.32,385.28,0.61,-6.74,1.23,-349.44,-250.88,241.92
1777407836.420039,60,200,-2.45,0.0,1.23,-349.44,152.32,385.28,0.0,-6.74,1.23,-349.44,-241.92,250.88
1777407836.4365938,61,200,-1.84,0.0,1.84,-340.48,143.36,394.24,0.0,-6.13,1.23,-349.44,-241.92,250.88
1777407836.461777,62,200,-1.84,0.0,1.84,-340.48,143.36,394.24,0.0,-6.13,1.23,-358.4,-241.92,250.88
1777407836.5102909,63,200,-1.23,0.0,2.45,-340.48,143.36,394.24,0.0,-5.51,1.84,-358.4,-241.92,250.88
1777407836.5156014,64,200,-1.23,0.0,2.45,-340.48,143.36,394.24,0.0,-5.51,1.84,-358.4,-241.92,250.88
1777407836.539046,65,200,-0.61,0.0,3.06,-331.52,143.36,403.2,0.0,-4.9,2.45,-358.4,-232.96,250.88
1777407836.5655756,66,200,-0.61,0.0,3.06,-322.56,134.4,403.2,0.0,-4.29,2.45,-358.4,-232.96,250.88
1777407836.6303365,67,200,0.0,0.0,3.68,-322.56,134.4,403.2,-0.61,-3.68,2.45,-358.4,-224.0,259.84
