time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777408074.5616896,0,200,-4.9,-4.9,0.0,-367.36,152.32,385.28,4.29,-8.58,2.45,-376.32,-277.76,215.04
1777408074.5871491,1,200,-4.29,-4.29,0.0,-367.36,152.32,403.2,4.29,-8.58,2.45,-394.24,-286.72,215.04
1777408074.6283646,2,200,-3.68,-4.29,0.0,-367.36,152.32,403.2,3.68,-7.96,2.45,-394.24,-295.68,232.96
1777408074.6364238,3,200,-3.06,-4.29,0.0,-376.32,152.32,421.12,3.68,-7.96,1.84,-394.24,-295.68,232.96
1777408074.6665993,4,200,-2.45,-4.29,0.61,-376.32,143.36,430.08,3.68,-7.35,1.84,-403.2,-295.68,241.92
1777408074.710359,5,200,-1.84,-3.68,0.61,-376.32,143.36,430.08,3.06,-6.74,1.84,-403.2,-295.68,250.88
1777408074.740659,6,200,-0.61,-3.68,1.23,-385.28,134.4,448.0,3.06,-6.13,1.84,-412.16,-286.72,250.88
1777408074.74736,7,200,0.0,-3.06,1.84,-385.28,134.4,448.0,2.45,-5.51,1.84,-421.12,-286.72,259.84
1777408074.7621658,8,200,0.61,-3.06,1.84,-376.32,125.44,456.96,2.45,-4.9,1.84,-421.12,-286.72,259.84
1777408074.8156865,9,200,1.23,-3.06,2.45,-376.32,125.44,465.92,2.45,-3.68,1.84,-421.12,-277.76,268.8
1777408074.821739,10,200,1.84,-3.06,3.06,-376.32,125.44,465.92,1.84,-3.06,1.84,-430.08,-277.76,277.76
1777408074.8454294,11,200,2.45,-3.06,3.06,-367.36,116.48,474.88,1.84,-2.45,1.84,-430.08,-277.76,277.76
1777408074.8608036,12,200,3.06,-3.06,3.68,-367.36,116.48,474.88,1.23,-1.84,1.84,-430.08,-268.8,277.76
1777408074.8859787,13,200,3.68,-3.06,4.29,-358.4,116.48,474.88,1.23,-1.23,1.84,-430.08,-268.8,277.76
1777408074.9157107,14,200,4.29,-3.06,4.9,-349.44,107.52,474.88,1.23,-1.23,2.45,-430.08,-259.84,277.76
1777408074.9432995,15,200,4.9,-2.45,5.51,-349.44,107.52,474.88,0.61,0.0,2.45,-430.08,-250.88,286.72
1777408074.9677954,16,200,5.51,-2.45,5.51,-331.52,116.48,474.88,0.61,0.0,2.45,-430.08,-250.88,286.72
1777408075.0452747,17,200,6.13,-1.84,6.13,-331.52,116.48,474.88,0.0,0.61,2.45,-430.08,-232.96,286.72
1777408075.0456583,18,200,6.13,-1.23,6.13,-313.6,116.48,474.88,0.0,1.23,3.06,-430.08,-224.0,277.76
1777408075.046338,19,200,6.74,-0.61,6.13,-295.68,116.48,465.92,-0.61,1.84,3.06,-430.08,-224.0,277.76
1777408075.0688343,20,200,6.74,-0.61,6.74,-295.68,116.48,465.92,-0.61,1.84,3.06,-421.12,-206.08,277.76
1777408075.0924795,21,200,6.74,-0.61,6.74,-286.72,116.48,465.92,-1.23,2.45,3.06,-421.12,-188.16,268.8
1777408075.1524642,22,200,6.74,-0.61,7.35,-286.72,116.48,465.92,-1.84,3.06,3.06,-421.12,-188.16,268.8
1777408075.153174,23,200,7.35,0.0,7.35,-277.76,116.48,456.96,-2.45,3.06,3.06,-412.16,-170.24,268.8
1777408075.167233,24,200,7.35,0.0,7.96,-268.8,107.52,448.0,-3.06,3.68,3.06,-412.16,-170.24,268.8
1777408075.2157693,25,200,7.35,-0.61,7.96,-268.8,107.52,448.0,-3.06,3.68,3.06,-412.16,-161.28,259.84
1777408075.2172446,26,200,7.35,0.0,8.58,-259.84,98.56,430.08,-3.68,3.68,3.68,-394.24,-152.32,259.84
1777408075.245998,27,200,7.35,0.0,9.19,-241.92,98.56,421.12,-4.29,4.29,3.68,-394.24,-152.32,259.84
1777408075.2669702,28,200,6.74,0.0,9.8,-241.92,98.56,421.12,-4.9,4.29,3.06,-385.28,-134.4,250.88
1777408075.3313475,29,200,6.74,0.61,10.41,-224.0,98.56,412.16,-5.51,3.68,3.06,-376.32,-107.52,241.92
1777408075.3673284,30,200,6.74,1.23,11.03,-224.0,98.56,412.16,-6.74,3.68,3.06,-376.32,-107.52,241.92
1777408075.367824,31,200,6.74,1.84,11.03,-206.08,89.6,403.2,-7.35,3.68,3.06,-367.36,-89.6,232.96
1777408075.368041,32,200,6.13,1.84,11.64,-206.08,89.6,403.2,-7.96,4.29,2.45,-367.36,-89.6,232.96
1777408075.3985353,33,200,6.13,2.45,12.25,-188.16,89.6,394.24,-8.58,4.29,2.45,-367.36,-71.68,224.0
1777408075.4219549,34,200,6.13,3.68,12.25,-188.16,89.6,385.28,-9.8,3.68,1.84,-367.36,-71.68,215.04
1777408075.4425097,35,200,6.13,4.9,12.86,-170.24,89.6,385.28,-9.8,3.68,1.84,-349.44,-53.76,215.04
1777408075.467589,36,200,6.13,5.51,12.86,-152.32,89.6,376.32,-10.41,3.68,1.23,-340.48,-35.84,197.12
1777408075.4932015,37,200,6.13,6.13,12.86,-152.32,89.6,376.32,-11.03,3.68,0.61,-340.48,-35.84,197.12
1777408075.533645,38,200,6.74,6.74,12.86,-125.44,89.6,367.36,-12.25,4.29,0.0,-331.52,-17.92,170.24
1777408075.5513644,39,200,6.74,7.96,13.48,-107.52,89.6,358.4,-12.25,4.29,0.0,-331.52,-17.92,152.32
1777408075.5715141,40,200,6.74,7.96,12.86,-107.52,89.6,358.4,-12.86,4.29,0.0,-313.6,0.0,152.32
1777408075.5998154,41,200,6.74,9.19,13.48,-80.64,80.64,340.48,-13.48,4.9,-0.61,-286.72,8.96,134.4
1777408075.6412108,42,200,6.74,9.8,13.48,-80.64,80.64,340.48,-14.7,5.51,-1.23,-286.72,8.96,116.48
1777408075.64753,43,200,7.35,10.41,13.48,-53.76,80.64,331.52,-15.31,5.51,-1.84,-268.8,26.88,116.48
1777408075.6695814,44,200,6.74,11.64,13.48,-35.84,80.64,313.6,-15.31,5.51,-2.45,-241.92,44.8,98.56
1777408075.693158,45,200,6.74,12.86,13.48,-35.84,80.64,313.6,-16.54,4.9,-3.68,-241.92,44.8,98.56
1777408075.717522,46,200,6.13,13.48,13.48,-8.96,80.64,304.64,-16.54,4.29,-3.68,-224.0,53.76,89.6
1777408075.744155,47,200,6.13,14.09,13.48,-8.96,80.64,304.64,-17.15,3.68,-4.29,-224.0,62.72,71.68
1777408075.7685027,48,200,6.13,15.31,12.86,0.0,71.68,286.72,-17.15,3.06,-4.9,-197.12,62.72,71.68
1777408075.8471024,49,200,6.13,15.93,12.86,17.92,71.68,268.8,-16.54,3.06,-5.51,-170.24,71.68,44.8
1777408075.847866,50,200,6.13,15.93,12.25,17.92,71.68,268.8,-16.54,3.06,-5.51,-170.24,71.68,44.8
1777408075.8480656,51,200,6.13,15.93,12.25,44.8,71.68,250.88,-16.54,3.06,-6.13,-152.32,71.68,26.88
1777408075.867076,52,200,6.13,15.93,11.64,44.8,71.68,250.88,-15.93,3.06,-6.13,-152.32,71.68,0.0
