time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777407164.193867,0,200,-12.86,-1.23,3.06,-89.6,17.92,0.0,0.0,-11.03,7.35,-26.88,-71.68,8.96
1777407164.223749,1,200,-14.09,-1.23,3.68,-89.6,17.92,0.0,0.0,-11.64,7.96,-26.88,-80.64,17.92
1777407164.2580993,2,200,-14.7,-1.23,3.68,-89.6,35.84,0.0,0.0,-12.25,8.58,-26.88,-80.64,17.92
1777407164.2751024,3,200,-15.31,-1.84,3.68,-89.6,35.84,0.0,-0.61,-12.86,9.19,-44.8,-89.6,17.92
1777407164.294166,4,200,-16.54,-1.84,4.29,-89.6,44.8,8.96,-0.61,-12.86,9.8,-53.76,-89.6,26.88
1777407164.3357682,5,200,-16.54,-2.45,4.9,-98.56,53.76,17.92,-0.61,-13.48,9.8,-53.76,-89.6,26.88
1777407164.3438954,6,200,-17.15,-3.06,4.9,-98.56,53.76,17.92,-0.61,-14.09,9.8,-71.68,-89.6,26.88
1777407164.3735418,7,200,-17.15,-3.06,5.51,-107.52,62.72,35.84,0.0,-14.7,9.8,-71.68,-89.6,35.84
1777407164.4020574,8,200,-16.54,-3.68,4.9,-107.52,62.72,35.84,0.0,-14.7,9.19,-89.6,-89.6,35.84
1777407164.420249,9,200,-16.54,-3.68,4.9,-116.48,80.64,44.8,0.0,-14.7,9.19,-107.52,-98.56,44.8
1777407164.4481177,10,200,-16.54,-3.06,4.29,-116.48,98.56,62.72,0.61,-14.7,8.58,-107.52,-98.56,44.8
1777407164.4729466,11,200,-15.93,-3.06,3.68,-116.48,98.56,62.72,0.61,-14.7,7.96,-125.44,-107.52,44.8
1777407164.4951077,12,200,-15.31,-3.06,3.06,-116.48,116.48,80.64,1.23,-14.09,7.96,-143.36,-107.52,53.76
1777407164.5192013,13,200,-15.31,-3.06,1.84,-116.48,116.48,80.64,1.23,-14.09,7.35,-143.36,-107.52,53.76
1777407164.5520418,14,200,-14.7,-2.45,1.23,-125.44,143.36,98.56,1.84,-13.48,6.74,-161.28,-116.48,62.72
1777407164.575323,15,200,-14.09,-2.45,0.61,-134.4,152.32,116.48,1.84,-13.48,6.13,-170.24,-116.48,71.68
1777407164.599979,16,200,-13.48,-2.45,0.0,-134.4,152.32,116.48,2.45,-12.86,6.13,-170.24,-116.48,71.68
1777407164.6249769,17,200,-12.86,-3.06,0.0,-152.32,170.24,134.4,2.45,-12.25,5.51,-188.16,-125.44,71.68
