time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777408329.799805,0,200,-7.35,-0.61,4.9,0.0,0.0,0.0,-3.06,-6.74,5.51,0.0,0.0,0.0
1777408329.8242521,1,200,-7.35,-0.61,4.9,0.0,0.0,0.0,-3.06,-6.74,5.51,0.0,0.0,0.0
1777408329.8724532,2,200,-7.96,-1.23,4.9,0.0,0.0,0.0,-3.06,-6.74,4.9,0.0,0.0,0.0
1777408329.872811,3,200,-7.96,-1.23,4.29,0.0,0.0,0.0,-3.06,-7.35,4.9,0.0,0.0,0.0
1777408329.90517,4,200,-7.96,-1.23,4.29,0.0,0.0,0.0,-3.06,-7.35,4.9,0.0,0.0,0.0
1777408329.9461834,5,200,-8.58,-1.23,4.29,0.0,0.0,0.0,-3.06,-7.96,4.9,0.0,0.0,0.0
1777408329.9465024,6,200,-8.58,-0.61,4.29,-8.96,0.0,0.0,-3.06,-7.96,4.9,0.0,-8.96,0.0
1777408329.9994702,7,200,-9.19,-1.23,4.29,-8.96,0.0,0.0,-3.06,-7.96,4.9,0.0,-8.96,0.0
1777408329.9998195,8,200,-9.19,-1.23,3.68,-8.96,0.0,0.0,-3.06,-8.58,4.9,0.0,-8.96,0.0
1777408330.0191176,9,200,-9.19,-0.61,3.68,-17.92,0.0,0.0,-3.06,-8.58,5.51,0.0,-17.92,0.0
1777408330.0505562,10,200,-9.8,-1.23,3.68,-17.92,0.0,0.0,-3.06,-9.19,4.9,0.0,-17.92,0.0
1777408330.067254,11,200,-9.8,-0.61,4.29,-26.88,0.0,0.0,-3.06,-9.19,5.51,0.0,-17.92,0.0
1777408330.1450186,12,200,-10.41,-0.61,4.29,-35.84,-8.96,0.0,-3.06,-9.19,5.51,0.0,-26.88,0.0
1777408330.1458187,13,200,-10.41,-0.61,4.9,-35.84,-8.96,0.0,-3.06,-9.8,6.13,0.0,-26.88,0.0
1777408330.1460295,14,200,-10.41,-0.61,4.9,-44.8,-8.96,0.0,-3.68,-9.8,6.13,0.0,-26.88,0.0
1777408330.1682668,15,200,-11.03,-1.84,5.51,-44.8,-8.96,0.0,-3.68,-9.8,6.74,0.0,-26.88,8.96
1777408330.1910248,16,200,-11.03,-2.45,6.74,-62.72,-17.92,0.0,-4.29,-9.8,6.74,-8.96,-35.84,8.96
1777408330.215696,17,200,-10.41,-2.45,7.35,-89.6,-17.92,0.0,-4.29,-10.41,6.74,-8.96,-53.76,8.96
