time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777407769.6045823,0,200,-11.03,-0.61,6.13,-71.68,0.0,0.0,-2.45,-9.8,6.13,-26.88,-62.72,17.92
1777407769.6209645,1,200,-10.41,-0.61,6.74,-71.68,0.0,0.0,-2.45,-9.8,6.74,-26.88,-62.72,17.92
1777407769.6608076,2,200,-11.03,-1.84,7.35,-80.64,0.0,0.0,-2.45,-10.41,6.74,-35.84,-71.68,17.92
1777407769.665776,3,200,-11.03,-2.45,7.96,-89.6,8.96,0.0,-2.45,-10.41,7.35,-35.84,-71.68,17.92
1777407769.720939,4,200,-11.03,-2.45,8.58,-89.6,8.96,0.0,-1.84,-10.41,7.96,-44.8,-80.64,17.92
1777407769.7211995,5,200,-11.64,-2.45,9.19,-98.56,26.88,8.96,-1.84,-10.41,7.96,-53.76,-89.6,17.92
1777407769.746103,6,200,-11.64,-2.45,9.8,-98.56,26.88,8.96,-1.84,-10.41,8.58,-53.76,-89.6,17.92
1777407769.7648766,7,200,-11.64,-3.06,10.41,-98.56,44.8,17.92,-1.84,-11.03,8.58,-62.72,-89.6,17.92
1777407769.7928507,8,200,-12.25,-3.06,10.41,-98.56,44.8,17.92,-1.84,-11.03,9.19,-62.72,-89.6,17.92
1777407769.835641,9,200,-12.25,-3.68,10.41,-107.52,62.72,26.88,-1.84,-11.64,9.19,-80.64,-98.56,26.88
1777407769.8461654,10,200,-12.25,-4.29,9.8,-107.52,80.64,35.84,-1.23,-11.64,9.8,-89.6,-98.56,26.88
1777407769.8707225,11,200,-12.86,-3.68,9.8,-107.52,80.64,35.84,-1.23,-11.64,9.8,-89.6,-98.56,26.88
1777407769.927551,12,200,-12.86,-4.29,9.19,-107.52,98.56,44.8,-0.61,-12.25,9.8,-107.52,-98.56,26.88
1777407769.932972,13,200,-13.48,-4.9,8.58,-107.52,98.56,44.8,-0.61,-12.25,9.8,-125.44,-107.52,26.88
1777407769.9617224,14,200,-13.48,-5.51,7.96,-116.48,116.48,62.72,0.0,-12.25,9.19,-125.44,-107.52,26.88
1777407769.9709036,15,200,-13.48,-5.51,7.35,-134.4,134.4,71.68,0.0,-12.25,9.19,-143.36,-116.48,26.88
1777407770.0461135,16,200,-12.86,-5.51,7.35,-134.4,134.4,71.68,0.0,-12.86,8.58,-143.36,-116.48,35.84
1777407770.0463054,17,200,-12.86,-6.13,6.74,-152.32,143.36,89.6,0.61,-12.86,8.58,-152.32,-125.44,35.84
1777407770.0465288,18,200,-12.86,-6.13,6.13,-152.32,143.36,89.6,1.23,-12.86,7.96,-170.24,-143.36,44.8
1777407770.0725536,19,200,-12.25,-6.74,5.51,-170.24,161.28,98.56,1.84,-12.86,7.96,-170.24,-143.36,44.8
1777407770.130517,20,200,-12.25,-6.74,4.9,-197.12,170.24,116.48,2.45,-12.25,7.35,-179.2,-152.32,53.76
1777407770.1386092,21,200,-11.64,-6.74,4.9,-197.12,170.24,116.48,2.45,-12.25,7.35,-197.12,-161.28,62.72
1777407770.1476974,22,200,-11.64,-6.74,4.29,-215.04,179.2,134.4,2.45,-12.25,7.35,-197.12,-161.28,62.72
1777407770.1765258,23,200,-11.03,-6.74,3.68,-215.04,179.2,134.4,3.06,-11.64,7.35,-206.08,-170.24,71.68
1777407770.2478542,24,200,-11.03,-6.74,3.06,-232.96,197.12,152.32,3.06,-11.64,6.74,-206.08,-170.24,71.68
1777407770.2510836,25,200,-11.03,-6.13,3.06,-232.96,197.12,152.32,3.06,-11.03,6.74,-224.0,-179.2,80.64
1777407770.2520564,26,200,-10.41,-6.13,3.06,-250.88,206.08,170.24,3.06,-11.03,6.13,-224.0,-179.2,98.56
1777407770.3410304,27,200,-9.8,-6.13,2.45,-268.8,206.08,188.16,3.06,-11.03,6.13,-241.92,-188.16,98.56
1777407770.3421,28,200,-9.19,-6.13,1.84,-268.8,206.08,188.16,3.06,-10.41,5.51,-250.88,-188.16,107.52
1777407770.342821,29,200,-8.58,-5.51,1.84,-286.72,215.04,206.08,3.06,-10.41,4.9,-250.88,-188.16,107.52
1777407770.3450825,30,200,-7.96,-5.51,1.23,-304.64,215.04,224.0,3.06,-9.8,4.29,-268.8,-197.12,116.48
1777407770.3707209,31,200,-7.96,-5.51,0.61,-304.64,215.04,224.0,3.06,-9.8,3.68,-277.76,-206.08,125.44
1777407770.4286294,32,200,-7.35,-5.51,0.0,-322.56,224.0,241.92,3.06,-9.8,3.68,-277.76,-206.08,134.4
1777407770.4302745,33,200,-6.74,-4.9,0.0,-340.48,224.0,259.84,3.68,-9.8,3.68,-295.68,-224.0,134.4
1777407770.4786057,34,200,-6.13,-4.29,0.0,-340.48,224.0,259.84,3.68,-9.8,3.06,-304.64,-232.96,152.32
1777407770.4792156,35,200,-5.51,-4.29,0.0,-349.44,224.0,286.72,3.68,-9.19,3.06,-304.64,-232.96,152.32
1777407770.5610714,36,200,-5.51,-4.29,0.0,-349.44,224.0,286.72,3.68,-8.58,2.45,-313.6,-241.92,161.28
1777407770.5614738,37,200,-4.29,-3.68,0.0,-358.4,224.0,304.64,3.06,-7.96,2.45,-322.56,-250.88,170.24
1777407770.561586,38,200,-3.68,-3.06,0.0,-367.36,224.0,322.56,3.06,-7.35,2.45,-322.56,-250.88,170.24
1777407770.5855649,39,200,-3.68,-3.06,0.0,-367.36,224.0,322.56,3.06,-6.74,2.45,-331.52,-250.88,188.16
1777407770.6306894,40,200,-3.06,-3.68,0.61,-376.32,224.0,331.52,2.45,-6.13,1.84,-340.48,-259.84,197.12
