time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777407628.3343732,0,200,-11.03,0.61,4.29,-53.76,35.84,8.96,-4.29,-10.41,4.29,-53.76,-26.88,0.0
1777407628.338251,1,200,-11.03,0.61,3.68,-62.72,44.8,8.96,-3.68,-10.41,4.29,-62.72,-26.88,0.0
1777407628.3622367,2,200,-11.64,0.0,3.68,-62.72,44.8,8.96,-3.68,-11.03,4.29,-62.72,-26.88,0.0
1777407628.4433184,3,200,-11.03,0.0,3.68,-71.68,53.76,17.92,-3.68,-11.03,4.29,-62.72,-35.84,0.0
1777407628.4452825,4,200,-11.64,0.0,3.68,-71.68,53.76,17.92,-3.68,-10.41,4.29,-62.72,-44.8,0.0
1777407628.445575,5,200,-11.64,0.0,3.68,-80.64,53.76,17.92,-3.06,-10.41,4.29,-71.68,-44.8,0.0
1777407628.4660223,6,200,-11.64,0.0,3.68,-89.6,62.72,17.92,-3.06,-10.41,4.9,-71.68,-53.76,0.0
1777407628.487829,7,200,-11.64,-0.61,3.68,-89.6,62.72,17.92,-2.45,-11.03,4.9,-71.68,-53.76,0.0
1777407628.5518224,8,200,-11.64,-0.61,3.68,-107.52,62.72,26.88,-2.45,-11.03,5.51,-71.68,-62.72,0.0
1777407628.5529292,9,200,-11.64,-1.23,3.68,-116.48,71.68,26.88,-1.84,-11.03,5.51,-80.64,-71.68,0.0
1777407628.5625298,10,200,-11.64,-0.61,4.29,-116.48,71.68,26.88,-1.84,-11.03,5.51,-80.64,-71.68,0.0
1777407628.6349635,11,200,-11.64,-1.23,4.29,-116.48,80.64,35.84,-1.23,-11.03,5.51,-89.6,-80.64,0.0
1777407628.635262,12,200,-11.64,-2.45,4.29,-116.48,80.64,35.84,-1.23,-11.03,5.51,-89.6,-80.64,0.0
1777407628.658032,13,200,-11.64,-2.45,4.29,-125.44,89.6,35.84,-1.23,-11.03,6.13,-98.56,-89.6,0.0
1777407628.6628592,14,200,-11.64,-2.45,4.29,-125.44,98.56,44.8,-0.61,-11.03,6.13,-107.52,-89.6,0.0
1777407628.7360759,15,200,-11.64,-3.06,4.29,-134.4,98.56,44.8,-0.61,-11.03,6.13,-107.52,-89.6,0.0
1777407628.738542,16,200,-11.64,-3.68,3.68,-143.36,107.52,53.76,-0.61,-11.03,6.13,-116.48,-98.56,0.0
1777407628.7396312,17,200,-11.64,-3.68,3.68,-143.36,107.52,53.76,0.0,-11.03,6.13,-125.44,-107.52,0.0
1777407628.762869,18,200,-11.03,-3.68,3.06,-152.32,116.48,53.76,0.0,-10.41,6.13,-125.44,-107.52,0.0
1777407628.8329904,19,200,-11.03,-3.06,3.06,-152.32,125.44,62.72,0.0,-10.41,5.51,-143.36,-116.48,8.96
1777407628.833594,20,200,-11.03,-3.68,2.45,-152.32,125.44,62.72,0.0,-10.41,5.51,-143.36,-125.44,8.96
1777407628.8594964,21,200,-11.03,-3.68,1.84,-170.24,134.4,71.68,0.61,-10.41,5.51,-152.32,-125.44,8.96
1777407628.8635876,22,200,-10.41,-3.68,1.84,-170.24,134.4,71.68,0.61,-10.41,5.51,-161.28,-134.4,17.92
1777407628.9344804,23,200,-10.41,-3.68,1.23,-179.2,134.4,71.68,0.61,-10.41,4.9,-161.28,-134.4,17.92
1777407628.938487,24,200,-10.41,-4.29,1.23,-197.12,143.36,80.64,0.61,-10.41,4.9,-170.24,-143.36,17.92
1777407628.9390054,25,200,-10.41,-4.29,0.61,-197.12,143.36,80.64,1.23,-10.41,4.9,-179.2,-143.36,26.88
1777407628.9655435,26,200,-9.8,-4.29,0.61,-215.04,143.36,89.6,1.23,-10.41,4.29,-179.2,-143.36,26.88
1777407629.0547185,27,200,-9.8,-4.29,0.61,-215.04,143.36,89.6,1.23,-10.41,4.29,-188.16,-152.32,35.84
1777407629.055052,28,200,-9.8,-4.29,0.61,-232.96,143.36,98.56,1.23,-10.41,4.29,-188.16,-152.32,35.84
1777407629.0579052,29,200,-9.19,-4.29,0.0,-250.88,152.32,107.52,1.84,-10.41,4.29,-197.12,-161.28,44.8
1777407629.0701363,30,200,-9.19,-3.68,0.0,-250.88,152.32,107.52,1.23,-10.41,4.29,-206.08,-170.24,53.76
1777407629.1561346,31,200,-9.19,-3.68,0.0,-259.84,152.32,116.48,1.23,-10.41,3.68,-206.08,-170.24,53.76
1777407629.1564174,32,200,-9.8,-3.68,0.0,-259.84,152.32,116.48,1.23,-10.41,3.68,-215.04,-170.24,62.72
1777407629.1565998,33,200,-9.8,-3.06,0.0,-268.8,161.28,125.44,0.61,-10.41,3.68,-215.04,-170.24,71.68
1777407629.162561,34,200,-9.8,-3.06,0.0,-277.76,161.28,143.36,0.61,-10.41,3.68,-224.0,-170.24,71.68
1777407629.2010493,35,200,-9.8,-3.06,0.0,-277.76,161.28,143.36,0.0,-10.41,3.06,-232.96,-170.24,80.64
1777407629.233002,36,200,-9.8,-3.06,0.0,-286.72,161.28,152.32,0.0,-11.03,3.06,-232.96,-170.24,80.64
1777407629.2377193,37,200,-9.8,-2.45,0.0,-286.72,161.28,152.32,0.0,-11.03,2.45,-241.92,-179.2,89.6
1777407629.3301408,38,200,-9.19,-1.84,0.0,-295.68,161.28,170.24,0.0,-11.03,2.45,-250.88,-179.2,89.6
1777407629.33045,39,200,-9.19,-1.84,0.0,-304.64,161.28,179.2,0.0,-11.03,2.45,-250.88,-179.2,89.6
1777407629.3306856,40,200,-8.58,-1.84,0.0,-304.64,161.28,179.2,0.0,-10.41,1.84,-259.84,-179.2,98.56
1777407629.3407943,41,200,-8.58,-1.23,0.0,-304.64,170.24,188.16,0.0,-10.41,1.84,-259.84,-179.2,107.52
1777407629.3877356,42,200,-7.96,-0.61,0.0,-304.64,170.24,206.08,0.0,-9.8,1.84,-268.8,-188.16,107.52
1777407629.3879676,43,200,-7.96,0.0,0.0,-304.64,170.24,206.08,-0.61,-9.8,2.45,-268.8,-188.16,107.52
1777407629.5173383,44,200,-7.96,0.0,0.0,-304.64,170.24,215.04,-0.61,-9.19,2.45,-268.8,-188.16,116.48
1777407629.525103,45,200,-7.96,0.0,0.0,-304.64,170.24,215.04,-1.23,-9.19,1.84,-277.76,-188.16,116.48
1777407629.5253425,46,200,-7.96,0.0,0.61,-304.64,170.24,224.0,-1.23,-9.19,1.84,-286.72,-179.2,116.48
1777407629.5255573,47,200,-7.96,0.0,0.61,-313.6,170.24,232.96,-1.84,-9.19,1.84,-286.72,-179.2,116.48
1777407629.525752,48,200,-7.35,0.0,1.23,-313.6,170.24,232.96,-1.84,-8.58,1.84,-295.68,-179.2,125.44
1777407629.560152,49,200,-6.74,0.0,1.23,-313.6,161.28,241.92,-1.84,-8.58,1.23,-295.68,-179.2,125.44
1777407629.689517,50,200,-6.13,0.0,1.84,-313.6,161.28,250.88,-1.84,-7.96,1.23,-295.68,-179.2,125.44
1777407629.6925056,51,200,-5.51,0.61,1.84,-313.6,161.28,250.88,-1.84,-7.35,1.23,-304.64,-179.2,125.44
1777407629.6926942,52,200,-5.51,0.61,1.84,-313.6,161.28,250.88,-1.84,-7.35,1.23,-304.64,-179.2,134.4
1777407629.6928887,53,200,-4.9,1.23,1.84,-313.6,161.28,250.88,-1.84,-6.74,0.61,-304.64,-179.2,134.4
1777407629.6943245,54,200,-4.9,1.23,2.45,-304.64,161.28,259.84,-2.45,-6.13,0.61,-313.6,-179.2,134.4
1777407629.6946034,55,200,-4.29,1.84,2.45,-304.64,161.28,259.84,-2.45,-6.13,0.0,-313.6,-179.2,134.4
1777407629.7608018,56,200,-3.68,2.45,2.45,-304.64,152.32,259.84,-2.45,-6.13,0.0,-313.6,-170.24,134.4
1777407629.7610717,57,200,-3.06,3.06,2.45,-304.64,152.32,259.84,-3.06,-5.51,0.0,-313.6,-170.24,134.4
1777407629.788787,58,200,-3.68,3.68,2.45,-295.68,161.28,268.8,-3.06,-5.51,0.0,-313.6,-170.24,134.4
1777407629.793762,59,200,-3.06,3.68,2.45,-295.68,161.28,268.8,-3.68,-4.9,0.0,-313.6,-170.24,134.4
1777407629.8722544,60,200,-3.06,4.29,2.45,-286.72,161.28,268.8,-4.29,-4.9,-0.61,-322.56,-161.28,134.4
1777407629.8732622,61,200,-2.45,5.51,3.06,-286.72,161.28,268.8,-4.29,-4.9,-0.61,-322.56,-152.32,134.4
1777407629.8735528,62,200,-2.45,5.51,3.06,-286.72,161.28,268.8,-4.9,-4.9,-1.23,-322.56,-152.32,134.4
1777407629.89427,63,200,-2.45,5.51,3.06,-286.72,152.32,268.8,-5.51,-4.29,-1.23,-322.56,-152.32,125.44
1777407629.9309235,64,200,-1.84,5.51,3.06,-286.72,152.32,268.8,-5.51,-4.29,-1.84,-313.6,-152.32,125.44
1777407629.9528394,65,200,-1.84,5.51,3.06,-286.72,152.32,268.8,-5.51,-3.68,-1.84,-313.6,-152.32,125.44
1777407629.9759936,66,200,-1.23,6.13,3.68,-286.72,152.32,268.8,-5.51,-3.68,-1.84,-313.6,-152.32,125.44
1777407630.0569277,67,200,-0.61,6.13,3.68,-286.72,152.32,268.8,-5.51,-3.06,-1.84,-313.6,-152.32,125.44
1777407630.0571454,68,200,-0.61,6.74,3.68,-277.76,152.32,268.8,-4.9,-3.06,-2.45,-304.64,-152.32,116.48
1777407630.0573292,69,200,-0.61,6.74,4.29,-277.76,152.32,268.8,-5.51,-3.06,-2.45,-304.64,-143.36,116.48
1777407630.069056,70,200,0.0,6.74,4.29,-268.8,152.32,268.8,-5.51,-3.06,-2.45,-304.64,-143.36,116.48
1777407630.100652,71,200,0.0,7.35,4.29,-259.84,161.28,268.8,-5.51,-2.45,-2.45,-295.68,-134.4,116.48
1777407630.12302,72,200,0.0,7.96,4.29,-259.84,161.28,268.8,-6.13,-2.45,-2.45,-295.68,-134.4,116.48
1777407630.1451464,73,200,0.0,7.96,4.29,-250.88,161.28,268.8,-6.13,-2.45,-3.06,-295.68,-125.44,107.52
1777407630.1800835,74,200,0.0,7.96,4.29,-250.88,161.28,268.8,-6.13,-1.84,-3.06,-286.72,-116.48,107.52
1777407630.208359,75,200,0.0,8.58,4.29,-241.92,170.24,268.8,-6.74,-1.84,-3.06,-286.72,-116.48,107.52
1777407630.2302344,76,200,0.0,9.19,3.68,-232.96,170.24,259.84,-6.74,-1.84,-3.06,-277.76,-107.52,98.56
1777407630.2432315,77,200,0.0,9.19,3.68,-232.96,170.24,259.84,-7.35,-1.84,-3.68,-268.8,-107.52,89.6
1777407630.323255,78,200,0.61,9.19,3.68,-224.0,170.24,259.84,-7.35,-1.84,-3.68,-268.8,-107.52,89.6
1777407630.3260863,79,200,0.61,9.19,3.68,-224.0,170.24,259.84,-7.35,-1.84,-3.68,-259.84,-98.56,89.6
1777407630.3273275,80,200,0.61,9.8,3.68,-224.0,170.24,250.88,-7.35,-1.84,-3.68,-259.84,-98.56,89.6
1777407630.4098089,81,200,0.61,9.8,3.68,-215.04,170.24,250.88,-7.35,-1.23,-3.68,-250.88,-98.56,80.64
1777407630.4118812,82,200,0.61,9.8,3.68,-215.04,170.24,250.88,-7.35,-1.23,-4.29,-241.92,-89.6,71.68
1777407630.4120116,83,200,0.61,9.8,4.29,-206.08,161.28,241.92,-7.35,-1.23,-4.29,-241.92,-89.6,71.68
1777407630.4248545,84,200,1.23,10.41,4.29,-206.08,161.28,241.92,-7.35,-1.23,-4.29,-224.0,-80.64,71.68
1777407630.4855366,85,200,1.23,10.41,4.29,-197.12,161.28,232.96,-7.96,-1.23,-4.29,-224.0,-80.64,71.68
1777407630.4857574,86,200,0.61,11.03,4.29,-188.16,161.28,224.0,-7.96,-1.23,-4.29,-215.04,-71.68,62.72
1777407630.4932446,87,200,0.61,11.03,4.29,-188.16,161.28,224.0,-8.58,-1.23,-4.9,-206.08,-62.72,53.76
1777407630.5500324,88,200,0.61,11.64,4.29,-170.24,161.28,215.04,-8.58,-1.23,-4.9,-206.08,-62.72,53.76
1777407630.5502338,89,200,0.61,11.64,4.29,-170.24,161.28,215.04,-9.19,-1.23,-4.9,-197.12,-53.76,44.8
1777407630.5921454,90,200,0.61,12.25,4.29,-161.28,161.28,206.08,-9.8,-1.23,-5.51,-188.16,-53.76,35.84
1777407630.5949776,91,200,0.0,12.25,4.29,-143.36,161.28,197.12,-9.8,-1.23,-4.9,-188.16,-53.76,35.84
1777407630.619421,92,200,0.0,12.25,4.29,-143.36,161.28,197.12,-9.8,-1.23,-5.51,-170.24,-53.76,26.88
1777407630.6437378,93,200,0.0,12.86,4.29,-134.4,152.32,188.16,-9.8,-1.23,-5.51,-170.24,-53.76,26.88
1777407630.6713014,94,200,0.0,13.48,4.9,-134.4,152.32,188.16,-9.8,-1.23,-5.51,-161.28,-44.8,17.92
1777407630.6972413,95,200,0.0,14.09,4.9,-116.48,152.32,170.24,-10.41,-1.23,-5.51,-152.32,-44.8,17.92
1777407630.7605672,96,200,0.0,13.48,5.51,-107.52,143.36,161.28,-11.03,-1.84,-6.13,-152.32,-44.8,17.92
1777407630.7619264,97,200,0.0,13.48,5.51,-107.52,143.36,161.28,-11.64,-1.84,-6.13,-143.36,-35.84,0.0
1777407630.7725315,98,200,0.0,14.09,6.13,-89.6,143.36,143.36,-12.25,-1.84,-6.74,-143.36,-35.84,0.0
1777407630.8161197,99,200,0.0,15.31,6.74,-62.72,134.4,134.4,-12.86,-1.84,-6.74,-134.4,-26.88,0.0
1777407630.8247347,100,200,0.0,15.93,7.35,-62.72,134.4,134.4,-13.48,-1.84,-6.74,-116.48,-17.92,-17.92
1777407630.9447615,101,200,0.0,15.93,7.35,-35.84,134.4,125.44,-13.48,-1.84,-7.35,-116.48,-17.92,-17.92
1777407630.945067,102,200,0.0,15.31,7.35,-35.84,134.4,125.44,-14.09,-1.84,-7.96,-107.52,-8.96,-26.88
1777407630.9452403,103,200,0.0,16.54,7.35,-8.96,143.36,107.52,-14.09,-2.45,-7.96,-98.56,-8.96,-44.8
1777407630.9454446,104,200,0.0,17.15,7.35,-8.96,143.36,107.52,-14.09,-2.45,-7.96,-98.56,-8.96,-44.8
1777407630.949518,105,200,0.0,17.76,6.74,17.92,152.32,89.6,-14.09,-2.45,-7.96,-89.6,0.0,-62.72
1777407630.9751163,106,200,0.0,17.76,6.13,44.8,152.32,71.68,-14.09,-1.84,-8.58,-89.6,0.0,-62.72
1777407631.0927784,107,200,0.61,17.15,6.13,44.8,152.32,71.68,-13.48,-2.45,-8.58,-71.68,-8.96,-80.64
1777407631.0957093,108,200,0.61,17.76,5.51,71.68,161.28,53.76,-12.86,-2.45,-8.58,-71.68,-8.96,-89.6
1777407631.095923,109,200,0.61,18.38,4.9,71.68,161.28,53.76,-12.25,-2.45,-8.58,-62.72,-8.96,-89.6
1777407631.0961022,110,200,1.23,18.99,4.29,98.56,161.28,26.88,-12.25,-2.45,-8.58,-53.76,0.0,-107.52
1777407631.1196265,111,200,0.0,18.38,3.06,125.44,161.28,0.0,-12.25,-3.06,-9.19,-53.76,0.0,-107.52
1777407631.1397333,112,200,0.0,18.99,3.06,125.44,161.28,0.0,-12.25,-3.06,-9.19,-35.84,0.0,-125.44
1777407631.1496062,113,200,0.61,19.6,3.06,143.36,152.32,-17.92,-12.86,-3.06,-9.8,-26.88,0.0,-134.4
1777407631.2399302,114,200,0.0,19.6,3.06,143.36,152.32,-17.92,-12.86,-3.68,-9.8,-26.88,0.0,-134.4
1777407631.2406516,115,200,0.0,19.6,2.45,152.32,143.36,-44.8,-13.48,-3.68,-10.41,-8.96,8.96,-152.32
1777407631.241574,116,200,0.0,20.83,2.45,170.24,125.44,-80.64,-14.09,-3.68,-11.03,-8.96,17.92,-170.24
1777407631.3097723,117,200,0.0,22.05,2.45,170.24,125.44,-80.64,-14.7,-4.29,-11.64,0.0,17.92,-170.24
1777407631.3099568,118,200,0.0,22.05,3.06,197.12,116.48,-107.52,-15.31,-4.29,-11.64,17.92,17.92,-179.2
1777407631.3101246,119,200,0.0,22.66,2.45,197.12,116.48,-107.52,-15.93,-4.9,-11.64,17.92,17.92,-179.2
1777407631.326361,120,200,0.0,23.28,2.45,215.04,107.52,-134.4,-15.93,-4.9,-12.86,44.8,26.88,-206.08
1777407631.3507826,121,200,0.61,23.89,3.06,250.88,89.6,-170.24,-16.54,-4.9,-12.86,62.72,44.8,-224.0
1777407631.4066908,122,200,0.0,23.89,1.84,250.88,89.6,-170.24,-16.54,-4.9,-12.86,62.72,44.8,-224.0
1777407631.4069676,123,200,0.0,23.28,1.23,286.72,80.64,-188.16,-15.93,-4.9,-13.48,80.64,53.76,-250.88
1777407631.425559,124,200,0.61,22.66,0.61,286.72,80.64,-188.16,-15.31,-4.29,-14.09,80.64,53.76,-250.88
1777407631.4906669,125,200,1.23,22.66,0.0,322.56,62.72,-215.04,-14.09,-4.29,-14.7,107.52,71.68,-268.8
1777407631.4909637,126,200,2.45,22.66,-0.61,322.56,62.72,-215.04,-13.48,-4.29,-15.31,134.4,80.64,-286.72
1777407631.5011218,127,200,3.06,21.44,-2.45,367.36,44.8,-241.92,-12.25,-3.68,-14.7,134.4,80.64,-286.72
1777407631.5321326,128,200,3.68,19.6,-4.29,403.2,26.88,-259.84,-11.03,-3.06,-14.7,161.28,80.64,-295.68
1777407631.5501244,129,200,4.29,18.99,-5.51,403.2,26.88,-259.84,-8.58,-2.45,-14.7,161.28,80.64,-304.64
1777407631.63828,130,200,5.51,18.99,-6.74,448.0,8.96,-286.72,-7.35,-1.84,-14.7,197.12,80.64,-304.64
1777407631.6396983,131,200,6.13,17.15,-7.96,448.0,8.96,-286.72,-6.74,-1.23,-14.09,232.96,71.68,-304.64
1777407631.6398766,132,200,6.74,15.93,-9.19,483.84,-17.92,-304.64,-4.9,-0.61,-12.86,232.96,71.68,-304.64
1777407631.6528196,133,200,7.96,15.31,-9.8,510.72,-62.72,-322.56,-3.06,0.0,-12.86,259.84,71.68,-304.64
1777407631.6764321,134,200,9.19,14.7,-9.8,510.72,-62.72,-322.56,-1.84,0.61,-14.09,259.84,71.68,-304.64
1777407631.8171473,135,200,9.8,14.09,-9.8,537.6,-116.48,-349.44,-0.61,1.23,-13.48,295.68,71.68,-304.64
1777407631.818557,136,200,10.41,14.09,-10.41,537.6,-116.48,-349.44,0.0,1.23,-12.25,322.56,80.64,-295.68
1777407631.8188348,137,200,11.64,13.48,-11.03,555.52,-170.24,-367.36,1.23,1.84,-11.03,322.56,80.64,-295.68
1777407631.8189895,138,200,12.86,12.25,-11.03,573.44,-224.0,-385.28,2.45,3.06,-11.03,358.4,107.52,-277.76
