time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777408131.444233,0,200,-12.86,-4.29,6.13,-170.24,44.8,35.84,-1.23,-11.03,7.35,-53.76,-98.56,35.84
1777408131.4790826,1,200,-12.86,-4.29,6.13,-161.28,53.76,53.76,-1.84,-11.03,7.35,-62.72,-89.6,44.8
1777408131.4953136,2,200,-12.86,-4.29,6.13,-161.28,53.76,53.76,-1.84,-11.03,7.35,-62.72,-89.6,44.8
1777408131.5259316,3,200,-12.86,-4.29,6.13,-161.28,71.68,62.72,-1.84,-11.03,7.35,-80.64,-89.6,44.8
1777408131.550834,4,200,-12.86,-4.9,6.13,-161.28,71.68,62.72,-1.84,-11.03,7.96,-98.56,-89.6,44.8
1777408131.579668,5,200,-12.25,-4.29,6.13,-170.24,89.6,80.64,-1.84,-10.41,7.35,-98.56,-89.6,44.8
1777408131.6127803,6,200,-12.25,-4.9,5.51,-170.24,98.56,98.56,-1.84,-10.41,7.35,-116.48,-98.56,44.8
1777408131.6260102,7,200,-12.25,-4.9,5.51,-170.24,98.56,98.56,-1.23,-10.41,7.35,-143.36,-107.52,44.8
1777408131.650634,8,200,-12.25,-4.9,4.9,-179.2,107.52,107.52,-1.23,-10.41,6.74,-143.36,-107.52,44.8
1777408131.7237463,9,200,-11.64,-4.29,4.9,-179.2,107.52,107.52,-0.61,-10.41,6.74,-161.28,-116.48,44.8
1777408131.7256637,10,200,-11.64,-4.29,4.29,-179.2,116.48,125.44,-0.61,-10.41,6.13,-161.28,-125.44,44.8
1777408131.7258801,11,200,-11.03,-4.29,3.68,-179.2,116.48,143.36,0.0,-11.03,5.51,-179.2,-125.44,44.8
1777408131.7507808,12,200,-10.41,-4.29,3.06,-188.16,125.44,143.36,0.0,-10.41,4.9,-197.12,-125.44,53.76
1777408131.8125339,13,200,-9.8,-3.06,3.06,-188.16,134.4,152.32,0.0,-10.41,4.9,-215.04,-134.4,53.76
1777408131.8132837,14,200,-9.8,-2.45,2.45,-197.12,143.36,170.24,0.0,-9.8,4.9,-215.04,-134.4,53.76
1777408131.826839,15,200,-9.19,-2.45,1.84,-197.12,143.36,170.24,0.0,-9.8,3.68,-232.96,-134.4,62.72
1777408131.8536658,16,200,-9.19,-2.45,1.84,-206.08,152.32,188.16,0.0,-9.19,3.06,-232.96,-143.36,62.72
1777408131.8802714,17,200,-8.58,-2.45,1.23,-206.08,152.32,188.16,0.0,-9.19,3.06,-241.92,-143.36,62.72
1777408131.914654,18,200,-8.58,-1.84,1.23,-215.04,152.32,197.12,0.0,-9.19,2.45,-259.84,-143.36,71.68
1777408131.9255273,19,200,-8.58,-1.84,0.61,-232.96,161.28,215.04,0.0,-9.19,2.45,-259.84,-143.36,71.68
1777408131.9513552,20,200,-7.96,-1.84,0.61,-232.96,161.28,215.04,0.0,-9.19,2.45,-268.8,-152.32,80.64
1777408132.0103405,21,200,-7.96,-1.84,0.61,-241.92,161.28,224.0,0.0,-9.19,1.84,-277.76,-161.28,89.6
1777408132.0116708,22,200,-7.35,-1.23,0.61,-241.92,161.28,224.0,0.0,-9.19,1.84,-277.76,-161.28,89.6
1777408132.0257027,23,200,-7.35,-1.23,0.61,-259.84,161.28,241.92,0.0,-9.19,1.23,-295.68,-170.24,89.6
1777408132.0543306,24,200,-6.74,-1.23,0.0,-268.8,170.24,259.84,0.0,-8.58,0.61,-295.68,-170.24,89.6
1777408132.0891807,25,200,-6.13,-1.23,0.0,-268.8,170.24,259.84,0.0,-8.58,0.61,-313.6,-179.2,98.56
1777408132.100267,26,200,-5.51,-0.61,0.61,-286.72,170.24,268.8,0.0,-7.96,0.0,-322.56,-188.16,107.52
1777408132.130527,27,200,-4.29,0.0,0.61,-286.72,170.24,268.8,0.0,-7.35,0.0,-322.56,-188.16,107.52
1777408132.1588695,28,200,-3.68,0.0,0.61,-295.68,170.24,286.72,0.0,-6.74,0.0,-331.52,-197.12,125.44
1777408132.209953,29,200,-3.06,0.0,0.61,-304.64,170.24,304.64,0.0,-6.74,0.0,-331.52,-197.12,125.44
1777408132.2117546,30,200,-3.06,0.61,0.61,-304.64,170.24,304.64,0.0,-6.13,0.0,-349.44,-206.08,134.4
1777408132.227314,31,200,-3.06,0.61,0.61,-313.6,170.24,313.6,-0.61,-5.51,0.0,-358.4,-206.08,143.36
1777408132.2502065,32,200,-2.45,0.61,0.61,-313.6,170.24,313.6,-1.23,-5.51,-0.61,-358.4,-206.08,143.36
1777408132.2845056,33,200,-1.84,1.23,1.23,-322.56,161.28,331.52,-1.23,-5.51,-0.61,-367.36,-206.08,152.32
1777408132.3115273,34,200,-1.84,0.61,1.23,-340.48,161.28,340.48,-1.84,-5.51,-0.61,-376.32,-206.08,161.28
1777408132.3288233,35,200,-1.84,0.61,1.23,-340.48,161.28,340.48,-1.84,-4.9,-1.23,-376.32,-206.08,161.28
1777408132.3520224,36,200,-1.23,1.23,1.84,-349.44,152.32,358.4,-1.84,-4.29,-1.23,-385.28,-206.08,170.24
1777408132.4053223,37,200,-0.61,1.23,2.45,-349.44,152.32,358.4,-2.45,-4.29,-1.84,-385.28,-206.08,170.24
1777408132.40564,38,200,0.0,1.84,3.06,-358.4,143.36,367.36,-2.45,-3.68,-2.45,-394.24,-215.04,179.2
1777408132.4258084,39,200,0.61,1.84,3.06,-358.4,143.36,376.32,-2.45,-3.68,-2.45,-394.24,-224.0,188.16
1777408132.4541228,40,200,1.23,2.45,3.68,-358.4,143.36,376.32,-2.45,-3.06,-2.45,-403.2,-224.0,188.16
1777408132.5146022,41,200,1.84,3.68,3.68,-358.4,143.36,394.24,-2.45,-2.45,-2.45,-412.16,-224.0,188.16
1777408132.5151987,42,200,2.45,3.68,3.68,-358.4,143.36,394.24,-3.06,-1.84,-3.06,-412.16,-224.0,188.16
