time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777408093.905927,0,200,-3.68,-0.61,0.61,-313.6,143.36,295.68,0.0,-6.13,1.23,-322.56,-206.08,170.24
1777408093.9298306,1,200,-3.06,-0.61,1.23,-322.56,134.4,313.6,0.0,-5.51,0.61,-331.52,-206.08,179.2
1777408093.95508,2,200,-2.45,0.0,1.23,-322.56,134.4,313.6,0.0,-4.9,0.61,-340.48,-206.08,188.16
1777408093.9891295,3,200,-2.45,0.0,1.23,-322.56,134.4,322.56,0.0,-4.9,0.0,-340.48,-206.08,188.16
1777408094.0041153,4,200,-1.84,0.0,1.23,-322.56,134.4,322.56,0.0,-4.29,0.0,-340.48,-206.08,188.16
1777408094.0401225,5,200,-1.23,0.0,1.84,-322.56,125.44,331.52,-0.61,-4.29,0.0,-340.48,-206.08,188.16
1777408094.0545762,6,200,-0.61,0.0,1.84,-322.56,125.44,340.48,-0.61,-3.68,0.0,-349.44,-197.12,197.12
1777408094.082653,7,200,0.0,0.61,1.84,-322.56,125.44,340.48,-1.23,-3.68,0.0,-358.4,-197.12,197.12
1777408094.1054928,8,200,0.0,0.61,1.84,-322.56,116.48,349.44,-1.23,-3.06,-0.61,-358.4,-197.12,197.12
1777408094.1357548,9,200,0.61,0.61,2.45,-322.56,116.48,358.4,-1.23,-2.45,-0.61,-367.36,-197.12,206.08
1777408094.1607099,10,200,0.61,1.23,2.45,-322.56,116.48,358.4,-1.23,-2.45,-0.61,-367.36,-197.12,215.04
1777408094.185141,11,200,0.61,1.23,3.06,-322.56,116.48,367.36,-1.84,-1.84,-0.61,-367.36,-197.12,215.04
1777408094.2111561,12,200,1.23,0.61,3.06,-322.56,116.48,367.36,-1.84,-1.84,-1.23,-376.32,-197.12,215.04
1777408094.236745,13,200,1.23,0.61,3.68,-322.56,107.52,376.32,-2.45,-1.23,-1.23,-376.32,-197.12,215.04
1777408094.2600763,14,200,2.45,1.23,4.29,-322.56,98.56,376.32,-2.45,-1.23,-1.23,-376.32,-197.12,215.04
1777408094.285114,15,200,2.45,1.84,4.29,-322.56,98.56,376.32,-3.06,-0.61,-1.23,-385.28,-197.12,224.0
1777408094.310068,16,200,3.06,1.23,4.29,-322.56,98.56,385.28,-3.06,-0.61,-1.84,-385.28,-197.12,224.0
1777408094.3395324,17,200,3.68,1.23,4.9,-322.56,98.56,385.28,-3.06,0.0,-2.45,-394.24,-197.12,224.0
1777408094.3600633,18,200,4.29,1.84,4.9,-322.56,98.56,394.24,-3.68,0.0,-3.06,-394.24,-197.12,224.0
1777408094.3854227,19,200,4.9,3.06,4.9,-322.56,98.56,394.24,-3.06,0.0,-3.06,-403.2,-197.12,224.0
1777408094.4115767,20,200,5.51,3.68,4.9,-313.6,89.6,394.24,-3.06,0.0,-3.06,-403.2,-188.16,224.0
