time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777408351.4481614,0,200,-6.74,0.0,6.13,-17.92,-8.96,0.0,-3.68,-6.13,6.13,0.0,-17.92,0.0
1777408351.493101,1,200,-6.74,0.0,6.13,-26.88,-8.96,0.0,-3.68,-6.13,6.13,0.0,-17.92,8.96
1777408351.5021002,2,200,-6.74,0.0,6.13,-26.88,-8.96,0.0,-3.68,-6.13,6.13,0.0,-17.92,8.96
1777408351.5255861,3,200,-7.35,0.0,6.13,-26.88,-8.96,0.0,-3.68,-6.74,6.13,0.0,-17.92,8.96
1777408351.541322,4,200,-7.35,0.0,6.13,-35.84,-8.96,0.0,-3.68,-6.74,6.13,0.0,-17.92,8.96
1777408351.5743132,5,200,-7.35,0.0,6.13,-35.84,-8.96,0.0,-3.68,-6.74,6.13,0.0,-26.88,8.96
1777408351.5916994,6,200,-7.35,-0.61,6.13,-44.8,-17.92,0.0,-3.68,-6.74,5.51,0.0,-35.84,8.96
1777408351.616695,7,200,-7.35,0.0,6.13,-53.76,-17.92,0.0,-3.68,-6.74,5.51,0.0,-35.84,8.96
1777408351.6432865,8,200,-7.35,0.0,6.74,-53.76,-17.92,0.0,-4.29,-6.74,5.51,0.0,-44.8,8.96
1777408351.6663313,9,200,-7.96,0.0,6.74,-71.68,-17.92,0.0,-4.29,-6.74,5.51,0.0,-44.8,8.96
1777408351.6933138,10,200,-7.96,0.0,7.35,-71.68,-17.92,0.0,-4.29,-7.35,6.13,-8.96,-53.76,17.92
1777408351.716202,11,200,-7.35,0.0,7.35,-89.6,-8.96,0.0,-4.29,-7.35,6.13,-8.96,-53.76,17.92
1777408351.7416859,12,200,-8.58,-1.23,7.96,-89.6,-8.96,0.0,-4.29,-7.35,6.74,-8.96,-71.68,8.96
1777408351.7737997,13,200,-8.58,-2.45,8.58,-107.52,-8.96,8.96,-3.68,-7.96,6.74,-17.92,-80.64,8.96
1777408351.8618097,14,200,-7.96,-2.45,9.8,-134.4,-8.96,8.96,-3.68,-7.96,6.74,-17.92,-80.64,8.96
1777408351.8944476,15,200,-7.96,-3.06,10.41,-134.4,-8.96,8.96,-3.06,-7.96,6.74,-26.88,-98.56,8.96
1777408351.8949537,16,200,-7.96,-3.68,10.41,-143.36,0.0,17.92,-2.45,-7.96,7.35,-44.8,-116.48,0.0
