time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777407685.0556335,0,200,-10.41,-1.23,7.96,-71.68,71.68,8.96,-2.45,-8.58,7.96,-62.72,-62.72,-8.96
1777407685.0819702,1,200,-10.41,-1.84,7.96,-80.64,80.64,8.96,-2.45,-9.19,7.96,-80.64,-62.72,-8.96
1777407685.1078472,2,200,-10.41,-1.84,7.96,-80.64,80.64,8.96,-2.45,-9.19,7.96,-80.64,-62.72,-8.96
1777407685.1442904,3,200,-10.41,-1.84,7.35,-89.6,98.56,17.92,-1.84,-9.19,7.96,-89.6,-71.68,-8.96
1777407685.1554594,4,200,-10.41,-1.84,7.35,-89.6,98.56,17.92,-1.84,-9.19,7.96,-89.6,-71.68,-8.96
1777407685.1786692,5,200,-10.41,-2.45,7.35,-98.56,116.48,26.88,-1.23,-9.19,7.35,-98.56,-80.64,-8.96
1777407685.2042365,6,200,-10.41,-2.45,6.74,-98.56,116.48,26.88,-1.23,-9.19,7.35,-98.56,-80.64,-8.96
1777407685.2289107,7,200,-10.41,-3.06,6.74,-107.52,125.44,35.84,-0.61,-9.19,7.35,-116.48,-89.6,-8.96
1777407685.283696,8,200,-10.41,-3.06,6.13,-107.52,125.44,44.8,-0.61,-9.19,7.35,-125.44,-98.56,0.0
1777407685.284967,9,200,-11.03,-3.06,6.13,-125.44,143.36,44.8,-0.61,-9.8,7.35,-125.44,-98.56,0.0
1777407685.3094919,10,200,-11.03,-3.68,5.51,-134.4,161.28,53.76,0.0,-9.8,7.35,-143.36,-107.52,0.0
1777407685.3290694,11,200,-11.03,-3.06,5.51,-134.4,161.28,53.76,0.0,-10.41,7.35,-143.36,-107.52,0.0
1777407685.3545694,12,200,-11.64,-3.06,4.9,-143.36,179.2,62.72,0.0,-11.03,7.35,-152.32,-116.48,0.0
1777407685.380012,13,200,-12.25,-3.06,4.29,-143.36,179.2,62.72,0.0,-11.03,7.35,-170.24,-125.44,0.0
1777407685.4069815,14,200,-12.25,-3.06,3.68,-152.32,188.16,71.68,0.0,-11.64,7.35,-170.24,-125.44,0.0
1777407685.4292886,15,200,-12.25,-3.68,3.68,-170.24,197.12,80.64,0.0,-11.64,6.74,-179.2,-134.4,8.96
1777407685.4537966,16,200,-11.64,-3.68,3.68,-170.24,197.12,80.64,0.61,-11.64,6.74,-179.2,-134.4,8.96
1777407685.4791162,17,200,-11.64,-3.68,3.06,-188.16,206.08,89.6,0.61,-11.64,6.74,-197.12,-143.36,8.96
1777407685.5068896,18,200,-11.03,-3.68,3.06,-188.16,206.08,89.6,0.61,-11.03,6.74,-206.08,-161.28,17.92
1777407685.5290387,19,200,-11.03,-3.68,3.06,-206.08,215.04,107.52,0.61,-11.03,6.74,-206.08,-161.28,17.92
1777407685.5612552,20,200,-10.41,-3.68,2.45,-206.08,215.04,107.52,1.23,-11.03,6.13,-224.0,-170.24,26.88
1777407685.5956104,21,200,-10.41,-3.68,2.45,-215.04,224.0,116.48,1.23,-10.41,6.13,-224.0,-170.24,26.88
1777407685.6036596,22,200,-10.41,-3.68,1.84,-232.96,232.96,125.44,1.23,-10.41,5.51,-232.96,-179.2,35.84
1777407685.632001,23,200,-10.41,-3.68,1.84,-232.96,232.96,125.44,1.23,-10.41,5.51,-250.88,-188.16,44.8
1777407685.6576655,24,200,-9.8,-3.06,1.23,-250.88,232.96,134.4,1.23,-10.41,5.51,-250.88,-188.16,44.8
1777407685.6821642,25,200,-9.8,-3.06,0.61,-250.88,241.92,152.32,1.84,-10.41,4.9,-259.84,-197.12,53.76
1777407685.7048044,26,200,-9.8,-3.06,0.0,-259.84,241.92,152.32,1.84,-10.41,4.29,-259.84,-197.12,62.72
1777407685.729139,27,200,-9.8,-3.68,0.0,-286.72,241.92,161.28,2.45,-11.03,4.29,-268.8,-215.04,62.72
1777407685.754436,28,200,-9.19,-3.68,-0.61,-286.72,241.92,161.28,2.45,-11.03,3.68,-277.76,-224.0,71.68
1777407685.7788498,29,200,-9.19,-3.68,-0.61,-304.64,241.92,170.24,2.45,-11.03,3.68,-277.76,-224.0,71.68
1777407685.8036077,30,200,-9.19,-3.06,-0.61,-304.64,241.92,170.24,3.06,-11.03,3.68,-286.72,-241.92,89.6
1777407685.8338923,31,200,-8.58,-3.06,-1.23,-322.56,241.92,188.16,3.06,-11.03,3.68,-286.72,-241.92,89.6
1777407685.856221,32,200,-8.58,-3.06,-1.23,-322.56,241.92,206.08,3.68,-11.03,3.06,-295.68,-250.88,98.56
1777407685.897422,33,200,-8.58,-2.45,-1.23,-340.48,241.92,206.08,3.68,-11.03,3.06,-304.64,-259.84,116.48
1777407685.9041672,34,200,-8.58,-2.45,-1.23,-349.44,241.92,215.04,3.06,-10.41,3.06,-304.64,-259.84,116.48
1777407685.9286995,35,200,-7.96,-3.06,-1.23,-349.44,241.92,215.04,3.06,-10.41,3.06,-313.6,-259.84,134.4
1777407685.9540577,36,200,-7.35,-3.68,-1.23,-367.36,241.92,232.96,3.06,-10.41,2.45,-313.6,-259.84,143.36
1777407685.984604,37,200,-6.74,-3.06,-1.23,-367.36,241.92,232.96,3.06,-9.8,2.45,-313.6,-268.8,143.36
1777407686.0036569,38,200,-6.13,-3.06,-1.23,-385.28,241.92,241.92,3.68,-9.19,2.45,-322.56,-268.8,161.28
1777407686.0300994,39,200,-6.13,-3.06,-1.84,-403.2,232.96,259.84,3.68,-9.19,2.45,-322.56,-268.8,161.28
1777407686.0604646,40,200,-6.13,-3.06,-1.84,-403.2,232.96,259.84,3.68,-9.19,2.45,-331.52,-277.76,170.24
1777407686.0847955,41,200,-5.51,-2.45,-1.23,-412.16,232.96,268.8,3.68,-8.58,2.45,-331.52,-277.76,188.16
1777407686.110308,42,200,-5.51,-1.84,-1.84,-412.16,232.96,268.8,3.06,-8.58,2.45,-331.52,-277.76,188.16
1777407686.1347303,43,200,-5.51,-1.84,-1.84,-412.16,224.0,286.72,3.06,-8.58,1.84,-340.48,-268.8,206.08
1777407686.1797433,44,200,-5.51,-1.84,-1.84,-421.12,215.04,295.68,2.45,-7.96,1.84,-340.48,-268.8,215.04
1777407686.193936,45,200,-4.9,-2.45,-1.23,-421.12,215.04,295.68,1.84,-7.96,1.84,-349.44,-268.8,215.04
1777407686.209722,46,200,-4.29,-1.84,-0.61,-439.04,206.08,304.64,1.84,-7.35,1.84,-349.44,-268.8,232.96
1777407686.2351341,47,200,-3.06,-1.84,0.0,-448.0,188.16,313.6,1.84,-6.74,1.23,-349.44,-268.8,232.96
1777407686.2596629,48,200,-2.45,-1.84,0.0,-448.0,188.16,313.6,1.23,-6.13,1.23,-358.4,-268.8,241.92
1777407686.2857716,49,200,-1.84,-1.84,0.0,-448.0,179.2,331.52,1.23,-4.9,1.23,-358.4,-268.8,250.88
1777407686.309823,50,200,-1.23,-1.84,0.61,-448.0,179.2,331.52,1.23,-4.29,0.61,-367.36,-268.8,250.88
