time,idx,total,i0_ax,i0_ay,i0_az,i0_gx,i0_gy,i0_gz,i1_ax,i1_ay,i1_az,i1_gx,i1_gy,i1_gz
1777407719.9804945,0,200,-13.48,-4.29,6.74,-98.56,17.92,0.0,-0.61,-9.19,10.41,-62.72,-80.64,17.92
1777407720.0020723,1,200,-14.09,-4.29,7.35,-107.52,26.88,0.0,-0.61,-9.8,10.41,-62.72,-80.64,17.92
1777407720.0990694,2,200,-14.09,-3.68,7.35,-107.52,26.88,0.0,0.0,-9.8,10.41,-80.64,-98.56,26.88
1777407720.0997214,3,200,-14.09,-4.29,6.74,-116.48,44.8,0.0,0.0,-10.41,10.41,-80.64,-98.56,26.88
1777407720.0999327,4,200,-14.7,-4.29,6.74,-116.48,44.8,0.0,0.0,-10.41,11.03,-98.56,-107.52,26.88
1777407720.1016464,5,200,-14.7,-4.29,6.74,-116.48,71.68,8.96,0.0,-11.03,11.03,-116.48,-116.48,35.84
1777407720.1267545,6,200,-14.09,-3.68,6.13,-116.48,71.68,8.96,0.61,-11.03,10.41,-116.48,-116.48,35.84
1777407720.151738,7,200,-13.48,-4.29,5.51,-125.44,89.6,17.92,0.61,-11.03,10.41,-134.4,-116.48,35.84
1777407720.1807516,8,200,-13.48,-4.9,4.9,-134.4,107.52,35.84,0.61,-11.03,10.41,-152.32,-125.44,35.84
1777407720.2017233,9,200,-13.48,-4.9,4.29,-134.4,107.52,35.84,1.23,-11.03,9.8,-152.32,-125.44,35.84
1777407720.2300181,10,200,-12.86,-4.9,3.68,-152.32,125.44,44.8,1.84,-10.41,9.8,-161.28,-134.4,44.8
1777407720.285713,11,200,-12.86,-4.9,3.06,-152.32,125.44,44.8,2.45,-10.41,9.19,-161.28,-134.4,44.8
1777407720.3103266,12,200,-12.25,-5.51,3.06,-170.24,143.36,53.76,3.06,-10.41,9.8,-179.2,-143.36,53.76
1777407720.3455017,13,200,-12.25,-6.13,2.45,-188.16,161.28,71.68,3.06,-9.8,9.19,-179.2,-161.28,62.72
1777407720.3472404,14,200,-11.64,-5.51,1.84,-188.16,161.28,71.68,3.68,-9.8,9.19,-188.16,-161.28,62.72
1777407720.3577,15,200,-11.64,-6.13,1.23,-215.04,170.24,80.64,4.9,-10.41,8.58,-188.16,-170.24,71.68
1777407720.387079,16,200,-12.25,-7.35,0.61,-215.04,170.24,80.64,4.9,-10.41,9.19,-188.16,-170.24,71.68
1777407720.4075012,17,200,-12.25,-7.35,0.0,-241.92,179.2,89.6,5.51,-11.03,9.19,-197.12,-179.2,80.64
1777407720.4351726,18,200,-12.25,-7.35,0.0,-259.84,179.2,98.56,5.51,-11.03,9.19,-206.08,-179.2,89.6
1777407720.4595299,19,200,-12.25,-7.35,-0.61,-259.84,179.2,98.56,6.13,-11.03,8.58,-206.08,-179.2,89.6
